seq_name,nu
A8MT19_488_583,0.53
A8MT33_185_242,0.599
A8MT33_1_32,0.556
A8MT65_1_332,0.496
A8MT66_1_165,0.494
A8MT70_181_800,0.509
A8MT70_63_134,0.557
A8MTA8_226_275,0.531
A8MTA8_1_170,0.521
A8MTB9_1_31,0.554
A8MTB9_315_384,0.546
A8MTI9_331_375,0.538
A8MTI9_1_75,0.535
A8MTI9_205_272,0.527
A8MTJ6_233_420,0.505
A8MTJ6_1_139,0.511
A8MTL3_141_300,0.509
A8MTQ0_1_154,0.527
A8MTW9_1_85,0.52
A8MTY0_55_211,0.514
A8MTY7_1_169,0.503
A8MTZ7_1_269,0.485
A8MU10_1_97,0.537
A8MU46_1_376,0.529
A8MU93_1_118,0.55
A8MUA0_1_341,0.503
A8MUH7_350_402,0.57
A8MUH7_217_264,0.555
A8MUI8_1_341,0.484
A8MUK1_1_75,0.532
A8MUK1_378_530,0.506
A8MUL3_1_147,0.495
A8MUN3_1_132,0.513
A8MUP2_1_33,0.543
A8MUP6_41_85,0.551
A8MUP6_244_293,0.557
A8MUU9_1_505,0.569
A8MUV8_1_201,0.499
A8MUX0_1_517,0.486
A8MUZ8_1_175,0.494
A8MV23_143_187,0.585
A8MV23_349_424,0.52
A8MV24_110_154,0.533
A8MV65_114_326,0.493
A8MV65_1_79,0.537
A8MV72_1_311,0.482
A8MV81_1_97,0.522
A8MVA2_1_160,0.495
A8MVJ9_1_33,0.575
A8MVM7_1_634,0.514
A8MVS1_1_181,0.473
A8MVS5_162_230,0.528
A8MVU1_95_138,0.558
A8MVU1_310_366,0.547
A8MVW0_345_826,0.519
A8MVW0_1_35,0.556
A8MVW5_375_462,0.518
A8MVW5_1_31,0.553
A8MVX0_115_260,0.543
A8MVX0_455_844,0.491
A8MW92_805_941,0.543
A8MW92_135_688,0.477
A8MW95_1_109,0.519
A8MW99_62_188,0.521
A8MWA4_1_206,0.486
A8MWA6_1_464,0.501
A8MWE9_1_57,0.536
A8MWK0_1_63,0.549
A8MWL6_179_223,0.584
A8MWL7_1_114,0.498
A8MWP4_1_228,0.498
A8MWV9_1_139,0.514
A8MWX3_138_477,0.507
A8MWX3_1_58,0.562
A8MWY0_1_65,0.535
A8MWY0_942_1029,0.513
A8MWY0_724_763,0.544
A8MX19_1_464,0.495
A8MX34_1_341,0.5
A8MX76_1_30,0.543
A8MX80_1_341,0.494
A8MXD5_1_98,0.462
A8MXJ8_1_464,0.51
A8MXQ7_1_67,0.553
A8MXT2_1_108,0.557
A8MXU0_1_73,0.527
A8MXV6_250_281,0.566
A8MXV6_1_197,0.482
A8MXY4_832_864,0.561
A8MXY4_1_224,0.44
A8MXZ1_1_464,0.514
A8MXZ3_1_250,0.514
A8MYA2_1_478,0.48
A8MYJ7_1_32,0.548
A8MYP8_221_253,0.522
A8MYU2_615_693,0.509
A8MYU2_931_964,0.553
A8MYU2_1_89,0.521
A8MYU2_1038_1149,0.539
A8MYU2_819_872,0.559
A8MYV0_232_364,0.525
A8MYX2_1_175,0.517
A8MYZ0_1_90,0.517
A8MYZ6_1_84,0.513
A8MYZ6_176_492,0.455
A8MZ25_1_164,0.528
A8MZ36_85_192,0.534
A8MZ59_72_198,0.542
A8MZ97_44_194,0.515
A8MZA4_239_268,0.577
A8MZA4_1_101,0.536
A8MZA4_412_724,0.546
A8MZF0_1_331,0.496
A8MZG2_1_182,0.5
A8TX70_2464_2615,0.488
A8TX70_2166_2295,0.551
A8TX70_1382_1748,0.52
A8TX70_203_237,0.562
A8TX70_1907_1968,0.526
A8TX70_1_34,0.544
A9QM74_1_72,0.556
A9QM74_487_516,0.604
A9YTQ3_276_701,0.502
A9YTQ3_1_30,0.58
A9Z1Z3_452_506,0.554
A9Z1Z3_342_409,0.501
A9Z1Z3_1025_1221,0.517
A9Z1Z3_1396_1425,0.589
A9Z1Z3_1729_1794,0.515
B0FP48_234_263,0.564
B0YJ81_1_72,0.531
B1AJZ9_1375_1412,0.563
B1AJZ9_261_304,0.571
B1AJZ9_621_703,0.554
B1AJZ9_944_996,0.568
B1AJZ9_93_230,0.505
B1AJZ9_1080_1238,0.544
B1AK53_330_744,0.53
B1AK76_1_121,0.529
B1AKI9_21_298,0.529
B1AL46_1_334,0.506
B1AL46_420_878,0.494
B1AL88_1_223,0.496
B1AL88_344_458,0.525
B1AMM8_1_73,0.518
B1ANH7_1_110,0.538
B1ANS9_599_649,0.555
B1ANS9_1_151,0.51
B1ANS9_701_787,0.532
B1ANS9_918_1081,0.505
B1ANY3_1_271,0.519
B1APH4_1_448,0.487
B1ATL7_1_298,0.516
B2CW77_1_178,0.529
B2RC85_334_394,0.541
B2RC85_1_83,0.552
B2RC85_821_870,0.533
B2RC85_637_761,0.53
B2RD01_81_187,0.531
B2RN74_1_34,0.538
B2RNN3_1_188,0.535
B2RPK0_164_211,0.289
B2RTY4_359_399,0.557
B2RTY4_1145_2007,0.488
B2RTY4_701_896,0.537
B2RTY4_102_150,0.53
B2RTY4_2269_2548,0.464
B2RU33_367_542,0.554
B2RU33_1_129,0.501
B2RUY7_1_54,0.55
B2RUZ4_1_40,0.552
B2RXF0_192_239,0.574
B2RXF0_1_51,0.548
B2RXF5_1_334,0.505
B2RXH2_346_506,0.495
B2RXH4_136_712,0.429
B2RXH8_210_293,0.601
B2RXH8_91_171,0.497
B3EWF7_1_344,0.518
B3EWG3_1_89,0.541
B3EWG5_1_89,0.551
B3EWG6_1_89,0.553
B3KS81_1_715,0.533
B3KU38_1_430,0.51
B3SHH9_38_75,0.54
B4DH59_95_902,0.531
B4DJY2_1_109,0.505
B4DS77_1_70,0.531
B4DS77_132_424,0.524
B4DU55_1_216,0.46
B4DX44_51_189,0.539
B4DXR9_1_300,0.491
B4DYI2_1_1134,0.5
B4DZS4_254_312,0.563
B4DZS4_1_46,0.563
B4E2M5_1_58,0.556
B4E2M5_209_251,0.479
B5MCY1_1136_1289,0.552
B5MCY1_189_239,0.551
B5MCY1_1459_1529,0.543
B5MCY1_396_479,0.539
B5MCY1_1675_1737,0.533
B5MCY1_655_755,0.529
B5ME19_878_914,0.535
B5ME19_515_548,0.561
B5ME19_155_327,0.459
B5ME19_1_54,0.544
B6SEH8_1_477,0.467
B6SEH9_1_535,0.479
B7U540_1_47,0.507
B7U540_373_433,0.53
B7Z1M9_1_202,0.524
B7Z368_1_130,0.52
B7Z6K7_1_261,0.5
B7Z8K6_84_125,0.567
B7ZBB8_268_306,0.587
B7ZBB8_1_187,0.531
B7ZC32_372_436,0.54
B7ZC32_800_913,0.521
B7ZC32_497_532,0.581
B7ZW38_208_293,0.578
B7ZW38_91_171,0.524
B8ZZ34_114_397,0.517
B8ZZ34_1_55,0.55
B9A014_122_155,0.562
B9A064_1_93,0.528
B9A6J9_1_50,0.537
B9A6J9_214_549,0.495
C4AMC7_121_463,0.512
C9J069_817_881,0.538
C9J069_1_663,0.493
C9J1S8_295_331,0.537
C9J202_161_215,0.524
C9J2P7_380_553,0.474
C9J2P7_1_74,0.497
C9J302_50_202,0.475
C9J3I9_72_102,0.589
C9J3V5_1_150,0.505
C9J442_1_243,0.47
C9J6K1_1_51,0.547
C9J798_744_803,0.554
C9J7I0_1_137,0.543
C9JBD0_1_128,0.46
C9JC47_1_383,0.515
C9JDP6_189_229,0.552
C9JE40_234_347,0.515
C9JE40_1_191,0.479
C9JFL3_1_82,0.559
C9JG80_1_1138,0.483
C9JH25_517_558,0.58
C9JH25_624_899,0.5
C9JH25_1_351,0.526
C9JI98_105_176,0.536
C9JI98_1_30,0.583
C9JJH3_378_530,0.511
C9JJH3_1_75,0.523
C9JL84_1_531,0.497
C9JLJ4_380_530,0.518
C9JLJ4_1_76,0.52
C9JLR9_644_678,0.569
C9JLR9_321_581,0.472
C9JLR9_166_261,0.234
C9JLR9_1_109,0.502
C9JN71_1_133,0.526
C9JPN9_1_77,0.505
C9JPN9_379_530,0.499
C9JQI7_230_264,0.546
C9JQI7_1_52,0.548
C9JQI7_484_601,0.507
C9JQL5_1_99,0.531
C9JSJ3_130_540,0.426
C9JSJ3_1_89,0.517
C9JTQ0_173_380,0.522
C9JUS6_1_153,0.499
C9JVI0_1_77,0.529
C9JVI0_378_530,0.508
C9JVW0_1_142,0.518
C9JXX5_1_98,0.502
D3DTV9_1_90,0.512
D3W0D1_1_34,0.523
D6R901_1_74,0.529
D6R901_380_530,0.508
D6R9N7_1_75,0.528
D6R9N7_377_530,0.484
D6RA61_1_76,0.535
D6RA61_379_530,0.518
D6RBM5_1_74,0.521
D6RBQ6_380_530,0.512
D6RBQ6_1_76,0.537
D6RCP7_379_530,0.489
D6RCP7_1_76,0.535
D6REC4_191_253,0.539
D6REC4_342_459,0.511
D6REC4_1_38,0.574
D6RF30_377_607,0.508
D6RF30_1_81,0.528
D6RGH6_1_174,0.479
D6RGH6_246_350,0.52
D6RGX4_1_464,0.521
D6RJB6_1_78,0.524
D6RJB6_380_530,0.494
E2RYF6_1_277,0.548
E2RYF6_1080_1114,0.607
E2RYF6_1450_1773,0.51
E2RYF7_1_92,0.526
E5RG02_1_39,0.558
E5RHQ5_1_1161,0.488
E5RIL1_234_263,0.555
E5RJ46_1_101,0.523
E5RJM6_1_46,0.566
E7ERA6_156_249,0.517
E7ERA6_1_46,0.561
E7ETH6_369_402,0.546
E7ETH6_1_253,0.506
E7EW31_914_1015,0.536
E7EW31_1_888,0.472
E9PAV3_2003_2036,0.607
E9PB15_1_50,0.557
E9PGG2_195_379,0.519
E9PI22_1_279,0.443
E9PIF3_1_369,0.494
E9PJ23_1_425,0.499
E9PJI5_1_369,0.461
E9PKD4_1_350,0.467
E9PQR5_1_432,0.5
E9PRG8_89_123,0.498
F2Z333_1_43,0.55
F2Z398_1_122,0.512
F2Z3F1_1_127,0.513
F2Z3M2_1_114,0.512
F5GYI3_1_263,0.491
F5H4A9_1_247,0.494
F5H4B4_1_139,0.534
F5H4B4_304_411,0.555
F5H4B4_517_570,0.572
F8W0I5_1_928,0.484
F8W1W9_1_429,0.477
F8WBI6_1_81,0.528
F8WBI6_413_632,0.508
F8WCM5_1_200,0.521
F8WFD2_1_350,0.497
G3V0H7_234_277,0.585
G3V0H7_78_123,0.567
G3V211_1_115,0.496
G9CGD6_288_507,0.521
G9CGD6_598_811,0.508
G9CGD6_865_899,0.584
H0Y7S4_1_59,0.534
H0YKK7_135_164,0.56
H0YKK7_430_550,0.551
H0YKK7_1_89,0.536
H0YL09_1_131,0.509
H0YL14_1_46,0.564
H0YM25_1_65,0.566
H0YM25_369_810,0.547
H3BMG3_1_65,0.572
H3BNL1_1_204,0.488
H3BPF8_1_89,0.527
H3BPF8_405_625,0.518
H3BQB6_1_103,0.53
H3BQB6_195_276,0.517
H3BQL2_411_631,0.512
H3BQL2_1_82,0.547
H3BQW9_1_127,0.538
H3BR10_1_107,0.516
H3BRN8_1_37,0.559
H3BS89_44_105,0.531
H3BSY2_362_632,0.538
H3BSY2_1_85,0.538
H3BTG2_1_121,0.492
H3BUK9_1_93,0.51
H3BUK9_329_454,0.55
H3BV12_1_81,0.525
H3BV12_413_632,0.531
H3BV60_1_63,0.539
H3BV60_180_316,0.528
H7BZ55_1162_1373,0.523
H7BZ55_338_418,0.533
H7BZ55_1_97,0.564
H7BZ55_198_242,0.536
H7BZ55_1487_1653,0.529
H7C350_1_229,0.502
H7C350_369_402,0.551
I0J062_1_215,0.56
I1YAP6_52_99,0.54
I3L0S3_1_204,0.483
I3L1E1_1_186,0.486
I3L273_1_518,0.507
I3L3R5_155_228,0.546
I3L3R5_67_104,0.56
I6L899_412_631,0.522
I6L899_1_81,0.532
J3KSC0_1_135,0.53
K7EIQ3_1_104,0.501
M0QZC1_227_329,0.506
M0QZC1_1_63,0.454
M0R2J8_1_178,0.517
M0R2J8_775_857,0.578
M0R2J8_470_707,0.497
M0R2J8_246_300,0.576
M0R2J8_1058_1168,0.526
M0R2J8_1472_1669,0.529
M5A8F1_1_33,0.558
M5A8F1_126_160,0.591
O00110_1_92,0.511
O00116_1_83,0.541
O00124_134_188,0.575
O00139_65_162,0.521
O00139_550_600,0.567
O00141_1_97,0.531
O00142_1_48,0.561
O00144_1_41,0.536
O00144_549_591,0.533
O00144_150_200,0.568
O00148_1_50,0.55
O00151_83_255,0.517
O00154_1_56,0.553
O00155_1_33,0.567
O00155_323_361,0.552
O00159_1_49,0.567
O00160_922_1049,0.578
O00161_91_140,0.548
O00165_244_279,0.527
O00165_1_187,0.508
O00167_1_265,0.506
O00168_58_92,0.509
O00178_569_669,0.547
O00178_1_66,0.542
O00180_287_336,0.6
O00182_148_223,0.53
O00189_139_174,0.567
O00192_847_962,0.54
O00192_591_649,0.526
O00192_1_355,0.489
O00193_100_183,0.555
O00194_189_218,0.592
O00198_1_91,0.541
O00203_644_867,0.545
O00203_258_294,0.536
O00203_1_50,0.562
O00204_315_365,0.593
O00206_1_30,0.552
O00213_1_370,0.532
O00213_663_710,0.537
O00213_507_540,0.563
O00217_1_33,0.583
O00220_259_357,0.531
O00220_1_134,0.542
O00221_1_252,0.473
O00222_850_908,0.519
O00222_1_37,0.55
O00230_1_105,0.515
O00231_1_44,0.564
O00232_315_351,0.546
O00237_443_614,0.53
O00238_1_33,0.589
O00238_150_186,0.536
O00241_342_398,0.538
O00253_1_69,0.536
O00254_1_84,0.533
O00255_585_615,0.588
O00255_463_553,0.542
O00257_75_560,0.503
O00258_125_174,0.563
O00267_644_705,0.545
O00267_391_420,0.602
O00267_1_167,0.594
O00267_751_982,0.519
O00268_1_592,0.545
O00268_1008_1056,0.571
O00268_674_851,0.525
O00273_208_248,0.577
O00273_1_125,0.537
O00287_185_214,0.573
O00287_1_142,0.52
O00291_533_576,0.608
O00291_304_379,0.587
O00291_1_33,0.567
O00291_1005_1037,0.549
O00292_64_94,0.542
O00294_1_287,0.396
O00295_1_270,0.496
O00303_1_97,0.553
O00305_403_520,0.506
O00305_168_208,0.574
O00305_1_64,0.532
O00308_383_413,0.554
O00308_137_308,0.531
O00311_1_37,0.559
O00311_214_349,0.555
O00311_467_534,0.549
O00321_1_240,0.522
O00327_213_321,0.499
O00327_1_69,0.535
O00327_440_626,0.525
O00330_222_271,0.574
O00330_134_186,0.54
O00330_1_61,0.543
O00337_1_78,0.525
O00339_409_548,0.529
O00339_1_56,0.542
O00339_828_929,0.532
O00341_171_200,0.573
O00341_480_560,0.582
O00358_146_373,0.527
O00358_1_49,0.533
O00391_1_36,0.551
O00391_542_747,0.503
O00398_1_30,0.582
O00399_138_190,0.55
O00400_1_72,0.515
O00401_272_505,0.495
O00401_142_217,0.571
O00408_905_941,0.57
O00408_1_51,0.546
O00408_189_229,0.555
O00409_1_108,0.516
O00409_205_490,0.503
O00411_1_225,0.518
O00418_1_88,0.517
O00418_349_498,0.512
O00421_313_344,0.518
O00421_1_37,0.574
O00423_69_179,0.566
O00423_1_39,0.567
O00425_147_199,0.532
O00425_354_410,0.563
O00429_506_638,0.538
O00443_602_659,0.528
O00443_1_382,0.509
O00443_1390_1420,0.554
O00443_806_845,0.556
O00443_1531_1565,0.56
O00444_266_590,0.493
O00444_805_894,0.548
O00445_73_110,0.592
O00451_356_464,0.536
O00451_1_39,0.552
O00453_47_97,0.543
O00458_1_76,0.411
O00459_255_329,0.544
O00461_481_696,0.588
O00461_240_406,0.537
O00463_1_30,0.56
O00463_296_331,0.545
O00468_1542_1626,0.543
O00468_1_279,0.511
O00468_1239_1367,0.512
O00468_1864_1919,0.577
O00468_475_1144,0.522
O00469_1_35,0.558
O00470_1_67,0.531
O00470_339_390,0.539
O00470_179_274,0.557
O00471_373_408,0.55
O00472_284_526,0.527
O00472_151_200,0.586
O00476_1_112,0.533
O00478_513_584,0.575
O00479_1_90,0.567
O00482_181_302,0.532
O00482_1_87,0.532
O00499_273_522,0.542
O00505_1_73,0.509
O00505_491_521,0.615
O00506_293_363,0.459
O00507_957_1005,0.568
O00507_1589_1641,0.591
O00507_2425_2555,0.555
O00507_1_74,0.586
O00507_1950_1989,0.554
O00507_1833_1866,0.557
O00512_203_1426,0.505
O00512_1_179,0.543
O00515_1_517,0.513
O00522_177_286,0.544
O00526_1_36,0.55
O00533_1_42,0.546
O00533_1008_1208,0.52
O00534_603_685,0.531
O00541_437_523,0.511
O00541_248_313,0.584
O00548_516_723,0.523
O00555_1_87,0.525
O00555_713_1230,0.515
O00555_1958_2506,0.467
O00555_355_479,0.5
O00555_1503_1535,0.572
O00555_1322_1359,0.58
O00559_1_165,0.429
O00560_19_96,0.528
O00562_1170_1244,0.541
O00562_575_689,0.522
O00562_872_907,0.539
O00562_776_831,0.56
O00562_250_433,0.539
O00566_96_359,0.583
O00566_611_681,0.585
O00567_447_594,0.519
O00570_1_50,0.552
O00570_129_391,0.53
O00571_574_662,0.475
O00571_1_146,0.488
O00574_303_342,0.563
O00585_97_134,0.608
O00587_1_46,0.539
O00590_1_35,0.557
O00590_326_384,0.553
O00591_1_45,0.528
O00591_341_413,0.525
O00592_495_558,0.597
O00592_1_359,0.536
O00602_1_94,0.539
O00622_148_236,0.514
O00624_44_85,0.585
O00629_1_75,0.506
O00629_490_521,0.604
O00634_1_30,0.549
O00712_186_420,0.495
O00716_350_465,0.562
O00716_1_178,0.536
O00744_156_198,0.532
O00744_1_45,0.553
O00746_1_34,0.548
O00750_1475_1510,0.592
O00750_1_342,0.497
O00754_1_53,0.517
O00755_1_32,0.568
O00763_1_248,0.519
O00763_1324_1427,0.526
O00767_1_49,0.562
O14490_901_977,0.529
O14490_1_789,0.471
O14492_78_205,0.52
O14492_303_414,0.564
O14492_512_632,0.537
O14494_255_284,0.589
O14495_280_311,0.55
O14495_1_31,0.585
O14497_1_1012,0.507
O14497_1102_1642,0.519
O14497_1740_1819,0.504
O14497_1858_1959,0.549
O14498_348_428,0.544
O14503_1_49,0.556
O14503_176_412,0.523
O14508_1_30,0.562
O14511_441_850,0.484
O14511_1_166,0.543
O14512_1_391,0.493
O14513_134_179,0.592
O14514_1_455,0.467
O14514_1188_1584,0.523
O14519_1_55,0.539
O14520_279_342,0.558
O14521_1_49,0.534
O14522_721_874,0.518
O14522_1_39,0.537
O14523_1_89,0.508
O14523_400_706,0.493
O14523_249_293,0.563
O14524_1_57,0.545
O14524_415_444,0.605
O14524_94_133,0.579
O14525_1_75,0.539
O14525_115_732,0.469
O14526_270_629,0.485
O14529_370_556,0.539
O14529_1223_1486,0.532
O14529_1127_1175,0.541
O14529_957_1045,0.536
O14529_107_181,0.544
O14529_624_888,0.524
O14530_191_226,0.506
O14531_505_572,0.524
O14543_118_225,0.519
O14544_1_369,0.487
O14545_129_582,0.488
O14548_1_48,0.541
O14556_1_67,0.536
O14558_1_70,0.535
O14559_511_1287,0.479
O14559_1_65,0.53
O14559_235_296,0.507
O14561_1_63,0.558
O14562_1_89,0.571
O14562_155_197,0.578
O14576_36_275,0.557
O14578_1_50,0.564
O14578_1891_2027,0.552
O14578_600_630,0.587
O14578_674_1584,0.502
O14578_384_474,0.549
O14581_251_309,0.527
O14593_1_85,0.557
O14594_1_45,0.542
O14594_355_1015,0.535
O14594_1271_1321,0.49
O14595_1_84,0.526
O14598_1_125,0.431
O14599_1_106,0.522
O14602_114_144,0.667
O14603_1_147,0.472
O14607_1_49,0.567
O14607_388_867,0.513
O14607_998_1027,0.551
O14609_1_159,0.494
O14613_1_210,0.463
O14617_613_925,0.461
O14627_1_166,0.493
O14627_243_284,0.578
O14628_1_419,0.469
O14633_1_110,0.53
O14638_1_35,0.56
O14639_1_98,0.548
O14639_333_723,0.497
O14640_497_695,0.503
O14640_81_257,0.46
O14640_334_414,0.534
O14641_350_424,0.543
O14641_505_736,0.514
O14641_88_274,0.471
O14645_1_64,0.562
O14646_927_1131,0.411
O14646_1_279,0.517
O14646_1316_1420,0.458
O14646_1500_1710,0.504
O14647_931_1137,0.49
O14647_1_269,0.496
O14647_1560_1828,0.495
O14647_376_416,0.566
O14647_1319_1473,0.43
O14649_260_394,0.507
O14654_338_1257,0.448
O14654_1_79,0.498
O14656_1_39,0.527
O14657_1_51,0.53
O14662_1_74,0.524
O14662_193_228,0.569
O14668_109_218,0.537
O14669_138_202,0.539
O14669_1_46,0.513
O14672_1_31,0.555
O14672_176_221,0.539
O14672_706_748,0.589
O14678_352_388,0.586
O14683_1_58,0.556
O14686_345_1364,0.53
O14686_3602_3906,0.505
O14686_3966_5024,0.522
O14686_2084_2677,0.526
O14686_2704_3505,0.491
O14686_5329_5387,0.545
O14686_1566_2000,0.506
O14686_1_122,0.545
O14709_116_378,0.517
O14709_967_1029,0.53
O14709_1_44,0.559
O14713_1_63,0.534
O14715_747_1055,0.495
O14715_1168_1353,0.528
O14715_1468_1663,0.531
O14717_185_235,0.572
O14727_82_114,0.579
O14730_1_173,0.54
O14733_1_98,0.529
O14737_95_125,0.47
O14745_96_157,0.559
O14745_251_358,0.529
O14746_414_447,0.558
O14746_625_656,0.561
O14746_174_331,0.531
O14753_232_267,0.556
O14753_1_129,0.539
O14757_267_380,0.511
O14763_182_330,0.523
O14763_1_76,0.552
O14764_359_426,0.528
O14764_1_44,0.544
O14770_183_279,0.559
O14770_343_477,0.531
O14770_1_67,0.547
O14771_1_46,0.589
O14771_118_316,0.504
O14776_1_144,0.515
O14776_248_524,0.537
O14776_570_648,0.547
O14777_600_642,0.575
O14777_1_83,0.553
O14782_385_465,0.414
O14782_245_300,0.576
O14782_509_570,0.52
O14782_658_793,0.501
O14786_583_655,0.575
O14786_1_32,0.576
O14786_801_923,0.546
O14787_329_371,0.49
O14788_82_160,0.537
O14788_1_41,0.532
O14791_122_398,0.498
O14791_1_68,0.55
O14792_1_43,0.561
O14793_82_133,0.568
O14793_1_44,0.534
O14795_1307_1352,0.562
O14795_134_456,0.526
O14796_101_132,0.494
O14798_154_259,0.562
O14798_1_50,0.554
O14810_83_134,0.544
O14813_156_284,0.541
O14813_1_84,0.544
O14827_585_625,0.553
O14827_461_497,0.565
O14827_182_218,0.551
O14827_690_915,0.532
O14827_70_105,0.55
O14827_524_556,0.595
O14828_1_144,0.524
O14829_306_351,0.569
O14829_550_653,0.542
O14829_55_98,0.54
O14830_713_753,0.592
O14830_65_104,0.549
O14830_313_436,0.512
O14832_1_39,0.559
O14836_107_155,0.557
O14836_1_40,0.508
O14836_189_293,0.526
O14841_1259_1288,0.559
O14843_314_346,0.588
O14862_89_151,0.566
O14863_1_101,0.506
O14863_231_276,0.552
O14867_643_736,0.563
O14867_125_531,0.515
O14874_1_52,0.56
O14874_337_367,0.565
O14879_327_490,0.519
O14893_1_41,0.527
O14896_108_220,0.552
O14896_404_467,0.525
O14901_481_512,0.549
O14901_1_399,0.515
O14904_253_285,0.566
O14904_1_48,0.541
O14905_1_54,0.548
O14908_216_247,0.575
O14908_1_57,0.527
O14910_1_32,0.568
O14917_1_66,0.525
O14917_387_416,0.574
O14917_680_1159,0.511
O14920_660_756,0.529
O14924_382_711,0.454
O14924_310_340,0.546
O14924_841_968,0.525
O14924_1099_1447,0.522
O14924_91_244,0.512
O14925_1_209,0.478
O14931_167_201,0.554
O14936_447_495,0.554
O14936_562_619,0.546
O14936_681_728,0.534
O14936_303_398,0.53
O14939_1_44,0.574
O14939_118_165,0.565
O14944_1_70,0.519
O14948_1_126,0.522
O14948_234_347,0.541
O14964_553_777,0.522
O14964_219_406,0.537
O14965_1_123,0.538
O14967_487_610,0.423
O14967_1_52,0.526
O14974_290_934,0.504
O14976_1_34,0.56
O14976_329_414,0.538
O14976_742_1215,0.53
O14978_1_41,0.551
O14978_124_437,0.498
O14978_531_584,0.54
O14979_1_144,0.488
O14979_310_420,0.473
O14981_75_285,0.504
O14981_1765_1849,0.548
O14981_1536_1576,0.564
O14981_934_1021,0.523
O14981_623_660,0.543
O14986_276_540,0.492
O14990_167_202,0.625
O14990_1_120,0.48
O14994_396_580,0.525
O14994_1_86,0.519
O15013_1214_1369,0.5
O15013_959_994,0.573
O15013_1_406,0.482
O15013_694_751,0.539
O15014_348_1411,0.501
O15014_1_306,0.515
O15016_1153_1216,0.467
O15016_251_970,0.502
O15016_1_67,0.529
O15018_415_591,0.482
O15018_664_732,0.565
O15018_2705_2751,0.579
O15018_1_125,0.499
O15018_170_340,0.489
O15020_2321_2390,0.556
O15020_2054_2230,0.526
O15020_1_54,0.551
O15020_1369_1472,0.542
O15021_1229_2623,0.535
O15021_871_1150,0.53
O15021_1_373,0.488
O15021_715_744,0.563
O15021_504_568,0.513
O15027_1879_2357,0.527
O15027_1562_1617,0.554
O15027_1_1451,0.485
O15031_1554_1629,0.538
O15031_1176_1290,0.518
O15033_297_356,0.514
O15033_1_41,0.534
O15034_584_856,0.502
O15034_59_176,0.537
O15034_1014_1052,0.43
O15034_227_298,0.579
O15034_926_959,0.58
O15037_593_634,0.564
O15037_195_416,0.511
O15040_1026_1087,0.543
O15040_1381_1411,0.535
O15040_350_809,0.509
O15041_679_775,0.452
O15042_1_272,0.508
O15042_680_843,0.589
O15042_903_1029,0.573
O15047_1_83,0.535
O15047_191_796,0.499
O15047_829_1417,0.469
O15047_1461_1563,0.529
O15049_1_277,0.47
O15050_1833_1865,0.548
O15050_2882_2925,0.451
O15050_2616_2781,0.47
O15050_604_789,0.475
O15050_1228_1279,0.566
O15050_1512_1546,0.567
O15050_304_342,0.553
O15050_1063_1148,0.532
O15050_1588_1638,0.55
O15054_167_1124,0.517
O15054_1_93,0.533
O15055_462_1255,0.499
O15055_1_172,0.54
O15056_442_494,0.532
O15056_976_1496,0.476
O15060_541_611,0.527
O15060_1_456,0.504
O15060_670_712,0.555
O15061_318_1565,0.511
O15062_130_616,0.482
O15063_504_1070,0.494
O15063_191_230,0.583
O15063_1_79,0.519
O15066_616_747,0.512
O15066_365_424,0.349
O15068_1_72,0.503
O15068_556_626,0.526
O15068_956_1068,0.538
O15068_1104_1137,0.563
O15069_1_1413,0.548
O15069_1479_1519,0.56
O15072_1044_1205,0.525
O15072_824_854,0.572
O15072_1_145,0.489
O15072_192_258,0.516
O15075_681_740,0.5
O15075_1_60,0.524
O15075_137_383,0.509
O15078_1126_2479,0.51
O15078_924_1066,0.524
O15078_1_788,0.519
O15079_191_494,0.498
O15079_1_69,0.552
O15083_913_957,0.542
O15083_658_711,0.564
O15083_1_145,0.493
O15084_976_1053,0.526
O15085_1081_1522,0.538
O15085_479_719,0.52
O15085_115_312,0.536
O15085_1_52,0.566
O15090_797_1300,0.518
O15090_188_755,0.51
O15090_1_128,0.53
O15091_1_120,0.515
O15105_202_261,0.557
O15105_1_90,0.52
O15111_656_745,0.548
O15117_1_474,0.534
O15117_572_686,0.548
O15118_290_330,0.529
O15119_310_743,0.505
O15119_1_100,0.53
O15123_250_279,0.599
O15123_1_84,0.497
O15126_1_78,0.53
O15127_1_79,0.575
O15130_1_113,0.498
O15131_1_82,0.499
O15143_291_320,0.562
O15146_667_697,0.578
O15146_436_572,0.506
O15151_108_434,0.541
O15156_1_351,0.483
O15156_453_539,0.454
O15162_1_87,0.53
O15164_1_59,0.566
O15164_415_828,0.51
O15164_1010_1050,0.527
O15164_85_141,0.549
O15165_92_306,0.502
O15169_417_784,0.497
O15169_1_79,0.55
O15169_212_378,0.482
O15172_1_72,0.528
O15173_1_50,0.566
O15178_1_35,0.577
O15178_222_435,0.52
O15194_1_93,0.548
O15195_345_374,0.605
O15195_717_805,0.527
O15197_1_36,0.552
O15197_577_652,0.5
O15197_156_199,0.556
O15197_920_957,0.554
O15198_147_263,0.528
O15204_1_73,0.532
O15209_1_41,0.574
O15209_141_498,0.515
O15209_559_634,0.53
O15211_728_777,0.564
O15211_397_429,0.554
O15211_1_59,0.487
O15211_511_658,0.529
O15213_1_104,0.551
O15218_336_404,0.536
O15218_1_40,0.544
O15225_1_51,0.538
O15226_1_168,0.506
O15226_408_443,0.593
